"startDate","endDate","finished","t_welcome_fc","t_welcome_lc","t_welcome_ps","t_welcome_cc","welcome","require","t_age_fc","t_age_lc","t_age_ps","t_age_cc","age","t_hltref_fc","t_hltref_lc","t_hltref_ps","t_hltref_cc","hltref","t_abrtch_fc","t_abrtch_lc","t_abrtch_ps","t_abrtch_cc","abrtch","t_gaymarry_fc","t_gaymarry_lc","t_gaymarry_ps","t_gaymarry_cc","gaymarry","t_gayadopt_fc","t_gayadopt_lc","t_gayadopt_ps","t_gayadopt_cc","gayadopt","t_attchk1_fc","t_attchk1_lc","t_attchk1_ps","t_attchk1_cc","attchk1","t_abrthlth_fc","t_abrthlth_lc","t_abrthlth_ps","t_abrthlth_cc","abrthlth","t_abrtinc_fc","t_abrtinc_lc","t_abrtinc_ps","t_abrtinc_cc","abrtinc","t_abrtbd_fc","t_abrtbd_lc","t_abrtbd_ps","t_abrtbd_cc","abrtbd","t_fedwlf_fc","t_fedwlf_lc","t_fedwlf_ps","t_fedwlf_cc","fedwlf","t_abrtfin_fc","t_abrtfin_lc","t_abrtfin_ps","t_abrtfin_cc","abrtfin","t_attchk2_fc","t_attchk2_lc","t_attchk2_ps","t_attchk2_cc","attchk2_c1","attchk2_c2","attchk2_c3","attchk2_c4","attchk2_c5","attchk2_c6","attchk2_c7","attchk2_c8","attchk2_c9","attchk2_c10","attchk2_c11_C","attchk2_c12_C","t_abrtrpe_fc","t_abrtrpe_lc","t_abrtrpe_ps","t_abrtrpe_cc","abrtrpe","t_fedpoor_fc","t_fedpoor_lc","t_fedpoor_ps","t_fedpoor_cc","fedpoor","t_fedenv_fc","t_fedenv_lc","t_fedenv_ps","t_fedenv_cc","fedenv","t_fedschool_fc","t_fedschool_lc","t_fedschool_ps","t_fedschool_cc","fedschool","t_abrtdth_fc","t_abrtdth_lc","t_abrtdth_ps","t_abrtdth_cc","abrtdth","t_drill_fc","t_drill_lc","t_drill_ps","t_drill_cc","drill","t_gwhap_fc","t_gwhap_lc","t_gwhap_ps","t_gwhap_cc","gwhap","t_gwhow_fc","t_gwhow_lc","t_gwhow_ps","t_gwhow_cc","gwhow","t_gwhow2_fc","t_gwhow2_lc","t_gwhow2_ps","t_gwhow2_cc","gwhow2","t_aauni_fc","t_aauni_lc","t_aauni_ps","t_aauni_cc","aauni","t_aawork_fc","t_aawork_lc","t_aawork_ps","t_aawork_cc","aawork","t_gun_fc","t_gun_lc","t_gun_ps","t_gun_cc","gun","t_comm_fc","t_comm_lc","t_comm_ps","t_comm_cc","comm","pref","pref2","sex","edu","comment","tcompl","group","self_placement","party_placement"
2015-02-04 23:05:00,2015-02-04 23:13:00,1,0,0,35.969,0,1,1,NA,NA,NA,NA,31,19.353,19.353,25.741,1,1,12.821,12.821,14.186,1,1,4.347,4.347,10.269,1,1,4.117,4.117,6.024,1,1,0,0,11.311,0,-99,13.1,13.1,19.909,1,1,16.986,16.986,18.688,1,1,2.651,2.651,3.875,1,1,4.098,4.098,5.957,1,2,15.069,15.069,21.923,1,3,11.02,18.054,20.136,4,0,0,0,0,0,0,0,0,0,0,1,1,4.804,4.804,5.83,1,1,10.045,10.045,11.348,1,2,4.916,4.916,5.99,1,2,2.929,2.929,4.849,1,1,4.845,4.845,6.294,1,1,11.464,27.482,28.788,3,3,13.546,13.546,16.92,1,1,5.377,5.377,7.369,1,1,NA,NA,NA,NA,NA,13.798,13.798,15.017,1,1,9.526,9.526,11.736,1,1,5.433,5.433,6.761,1,1,11.544,11.544,18.43,1,3,1,"",2,4,"",8,2,60,60
2015-02-04 23:41:00,2015-02-04 23:45:00,1,0,0,28.485,0,1,1,NA,NA,NA,NA,23,1.726,1.726,2.558,1,3,8.03,8.03,8.774,1,3,2.665,2.665,3.522,1,3,26.421,26.421,27.728,1,1,0,0,4.237,0,-99,1.067,1.067,1.669,1,3,0.466,0.466,1.117,1,3,0.63,0.63,1.382,1,3,0.745,0.745,2.284,1,3,2.592,2.592,3.328,1,3,6.313,6.833,7.409,2,0,0,0,0,0,0,0,0,0,0,1,1,1.01,1.713,2.078,2,3,7.133,7.133,7.949,1,3,2.979,4.155,4.747,2,2,0.398,0.398,1.151,1,2,0,0,0.533,0,3,0.593,0.593,1.193,1,3,0.731,0.731,2.189,1,1,0.517,0.517,1.317,1,3,NA,NA,NA,NA,NA,0.877,1.449,1.717,2,3,0.538,0.538,1.25,1,3,1.324,1.324,1.9,1,3,0.739,0.739,1.51,1,4,1,"",1,3,"",4,1,48,47
2015-02-04 22:37:00,2015-02-04 22:43:00,1,4.608,4.608,5.276,1,1,1,NA,NA,NA,NA,24,3.127,3.127,4.077,1,2,4.106,4.106,4.917,1,2,2.312,2.312,3.176,1,3,1.507,1.507,2.151,1,2,0,0,4.603,0,-99,9.366,9.366,10.091,1,2,3.385,3.833,4.71,2,1,1.592,1.592,2.34,1,1,4.469,4.469,5.369,1,2,5.125,5.125,6.26,1,2,5.704,6.159,8.164,2,0,0,0,0,0,0,0,0,0,0,1,1,4.262,4.262,5.086,1,1,3.37,3.972,4.913,2,1,2.046,2.046,2.78,1,1,159.587,159.587,160.423,1,1,2.921,2.921,4.322,1,1,3.844,4.714,6.039,2,1,3.948,3.948,5.094,1,1,2.56,3.535,3.772,2,3,NA,NA,NA,NA,NA,1.03,6.245,7.091,2,3,6.154,7.047,7.643,2,2,4.768,4.768,5.554,1,3,5.639,5.639,6.409,1,4,2,"",1,2,"",6,2,54,62
2015-02-04 22:43:00,2015-02-04 22:46:00,1,1.41,1.41,1.932,1,1,1,NA,NA,NA,NA,24,5.592,5.592,6.703,1,2,3.205,3.205,4.365,1,1,8.844,8.844,10.16,1,1,1.367,1.367,2.712,1,1,0,0,15.046,0,-99,5.037,5.037,15.471,1,1,1.582,1.582,4.113,1,1,1.191,3.236,3.8,3,1,3.517,3.517,4.384,1,3,3.109,4.869,5.427,3,1,7.622,8.26,9.4,2,0,0,0,0,0,0,0,0,0,0,1,1,1.898,2.567,3.305,2,1,2.616,3.399,5.647,2,2,1.319,2.54,3.158,2,2,3.071,3.071,3.845,1,1,2.359,3.587,4.204,2,1,4.407,5.154,5.636,2,3,4.543,4.543,5.689,1,1,1.848,2.959,3.961,2,1,NA,NA,NA,NA,NA,6.267,7.06,7.898,2,3,1.979,3.011,4.227,2,3,9.265,11.929,12.884,3,1,2.8,2.8,5.732,1,5,1,"",2,3,"",3,1,0,0
2015-02-05 00:36:00,2015-02-05 00:39:00,1,0,0,2.613,0,1,1,NA,NA,NA,NA,22,7.401,7.401,8.273,1,1,6.327,6.327,9.758,1,1,3.208,3.596,4.677,2,1,1.924,1.924,2.46,1,1,0,0,3.691,0,-99,24.271,24.271,24.867,1,1,5.044,5.044,5.785,1,3,2.01,2.01,2.581,1,1,2.51,2.51,2.98,1,2,3.207,3.207,3.752,1,1,5.477,6.446,9.81,2,0,0,0,0,0,0,0,0,0,0,1,1,2.043,2.043,2.973,1,1,2.75,2.75,4.185,1,1,1.155,1.739,2.228,2,1,1.21,1.21,2.27,1,1,2.351,2.778,3.647,2,1,3.055,3.055,3.673,1,3,3.061,3.061,4.087,1,1,1.82,3.017,3.862,3,3,NA,NA,NA,NA,NA,4.168,5.325,5.84,3,3,6.342,6.342,6.926,1,3,4.099,4.099,4.666,1,1,15.665,15.665,16.292,1,4,1,"",1,4,"",3,2,40,20
2015-02-05 00:17:00,2015-02-05 00:21:00,1,0,0,5.584,0,1,1,NA,NA,NA,NA,38,3.424,3.424,4.566,1,2,7.171,7.171,7.946,1,2,6.456,7.609,7.992,2,3,2.945,2.945,3.936,1,2,0,0,6.532,0,-99,9.337,9.337,10.224,1,3,7.885,7.885,8.702,1,3,7.223,7.223,8.12,1,1,6.222,6.222,7.167,1,2,4.453,4.453,5.34,1,2,7.031,7.534,10.562,2,0,0,0,0,0,0,0,0,0,0,1,1,4.381,4.381,5.351,1,2,10.09,12.713,13.633,2,2,2.963,2.963,3.937,1,2,1.984,1.984,2.884,1,1,2.76,2.76,3.717,1,1,5.752,5.752,6.727,1,3,6.886,6.886,8.949,1,2,NA,NA,NA,NA,NA,5.027,5.027,6.034,1,3,6.66,6.66,7.433,1,2,5.446,5.446,6.449,1,2,12.868,12.868,13.622,1,3,6.708,6.708,7.608,1,5,2,"",2,3,"",4,2,78,91
2015-02-04 23:28:00,2015-02-04 23:34:00,1,0,0,4.648,0,1,1,NA,NA,NA,NA,29,8.69,8.69,9.995,1,1,6.46,17.72,18.653,3,1,3.785,3.785,4.942,1,1,1.699,1.699,2.681,1,1,0,0,7.652,0,-99,9.877,9.877,10.937,1,1,68.113,69.201,70.022,2,1,7.367,7.367,8.637,1,1,25.502,25.502,28.447,1,1,16.07,16.903,17.963,2,1,9.897,11.748,14.262,2,0,0,0,0,0,0,0,0,0,0,1,1,3.053,3.757,4.595,2,1,3.954,3.954,6.418,1,1,6.687,6.687,9.813,1,1,34.221,34.221,34.999,1,1,2.852,2.852,5.964,1,1,4.445,4.445,5.523,1,1,4.07,4.07,6.254,1,1,2.979,5.926,6.575,4,3,NA,NA,NA,NA,NA,1.57,1.57,3.354,1,1,1.801,1.801,14.454,1,1,1.698,1.698,2.858,1,1,1.419,2.787,4.029,2,4,1,"",2,4,"",6,2,0,0
2015-02-05 00:44:00,2015-02-05 00:50:00,1,0,0,10.266,0,1,1,NA,NA,NA,NA,39,7.283,7.283,10.413,1,1,8.928,8.928,12.71,1,1,4.696,4.696,7.613,1,1,3.587,3.587,5.096,1,1,0,0,19.088,0,-99,12.718,12.718,17.265,1,1,12.277,12.277,14.342,1,1,4.672,4.672,6.485,1,1,5.02,5.02,7.285,1,2,8.764,8.764,10.322,1,3,14.036,14.966,22.584,2,0,0,0,0,0,0,0,0,0,0,1,1,4.635,4.635,6.41,1,1,9.523,9.523,11.057,1,1,4.45,4.45,5.887,1,1,2.492,2.492,3.826,1,1,5.401,5.401,6.89,1,1,5.182,5.182,7.576,1,2,12.559,12.559,14.605,1,1,4.844,4.844,7.43,1,1,NA,NA,NA,NA,NA,8.389,8.389,9.907,1,1,7.83,7.83,9.374,1,1,5.414,5.414,7.046,1,1,11.665,21.125,22.576,2,5,3,"independent",1,5,"",6,1,17,51
2015-02-04 22:42:00,2015-02-04 22:44:00,1,0,0,3.171,0,1,1,NA,NA,NA,NA,29,0,0,3.22,0,2,5.411,7.531,8.204,2,1,0,0,2.69,0,1,0,0,2.034,0,1,0,0,9.355,0,-99,0,0,2.87,0,1,0,0,1.002,0,1,0,0,2.564,0,1,0,0,1.878,0,1,0,0,2.336,0,3,9.271,10.234,21.18,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.836,0,3,0,0,1.704,0,2,0,0,0.973,0,2,0,0,1.04,0,2,0,0,1.327,0,3,0,0,0.932,0,2,0,0,4.965,0,1,3.141,3.141,3.817,1,1,NA,NA,NA,NA,NA,0,0,2.72,0,3,0,0,1.133,0,3,0,0,4.162,0,1,0,0,2.339,0,5,2,"",1,3,"",2,2,50,50
2015-02-04 22:47:00,2015-02-04 22:50:00,1,0,0,8.788,0,1,1,NA,NA,NA,NA,22,4.549,9.309,9.895,4,3,4.377,5.113,7.006,2,1,2.012,2.524,7.391,2,1,1.904,2.281,2.956,2,1,0,0,9.137,0,-99,5.615,5.615,9.107,1,1,2.218,2.218,4.24,1,1,1.491,1.491,2.799,1,1,5.752,5.752,6.429,1,3,1.999,1.999,3.691,1,1,11.008,11.601,13.442,2,0,0,0,0,0,0,0,0,0,0,1,1,2.58,2.58,3.728,1,1,2.306,2.306,4.685,1,3,1.925,1.925,5.603,1,2,1.443,3.826,4.55,4,3,1.628,1.628,3.216,1,1,4.218,5.666,6.943,3,3,3.963,3.963,6.766,1,2,NA,NA,NA,NA,NA,3.77,3.77,4.589,1,3,4.51,5.454,6.314,2,2,3.205,3.205,4.44,1,2,3.942,3.942,5.929,1,2,4.281,4.281,5.796,1,7,3,"Libertarian",1,4,"",3,2,50,50
2015-02-04 23:20:00,2015-02-04 23:25:00,1,0,0,46.761,0,1,1,NA,NA,NA,NA,40,4.785,4.785,8.701,1,2,11.248,11.248,12.054,1,1,6.998,6.998,11.956,1,1,2.726,2.726,3.502,1,1,0,0,9.488,0,-99,11.697,11.697,12.627,1,1,10.967,10.967,11.711,1,1,3.68,3.68,4.424,1,1,4.833,4.833,5.453,1,3,5.091,5.091,5.875,1,3,13.258,13.616,15.465,2,0,0,0,0,0,0,0,0,0,0,1,1,2.574,2.574,4.26,1,1,5.624,5.624,6.516,1,3,3.818,3.818,6.076,1,2,7.299,7.299,7.969,1,1,3.847,3.847,4.739,1,1,7.992,7.992,8.783,1,1,18.781,18.781,19.519,1,2,NA,NA,NA,NA,NA,8.634,8.634,9.502,1,1,7.824,7.824,8.712,1,2,4.79,4.79,5.542,1,2,7.047,7.047,7.909,1,3,9.221,9.221,11.722,1,5,2,"",1,4,"",5,2,64,80
2015-02-04 22:51:00,2015-02-04 22:57:00,1,0,0,7.633,0,1,1,NA,NA,NA,NA,49,9.003,9.003,10.706,1,1,9.202,9.202,10.806,1,1,4.247,4.247,6.066,1,1,3.848,3.848,5.024,1,1,0,0,14.88,0,-99,19.202,19.202,20.329,1,1,7.979,7.979,9.154,1,1,5.016,5.016,6.026,1,1,6.692,6.692,9.448,1,2,10.117,14.753,15.748,2,3,22.972,23.846,25.395,2,0,0,0,0,0,0,0,0,0,0,1,1,5.54,5.54,6.715,1,1,5.935,5.935,7.142,1,1,2.962,2.962,6.164,1,1,4.245,4.245,5.324,1,1,6.101,6.101,7.096,1,1,9.868,9.868,11.142,1,3,12.597,12.597,13.83,1,1,9.205,10.68,11.603,2,3,NA,NA,NA,NA,NA,19.012,19.012,20.009,1,2,9.033,9.033,10.26,1,2,6.609,6.609,7.917,1,3,30.136,30.136,31.421,1,3,3,"independant ",1,3,"All went well  thank you",6,1,50,50
2015-02-04 22:08:00,2015-02-04 22:11:00,1,1.712,1.712,2.836,1,1,1,NA,NA,NA,NA,31,3.214,3.214,4.83,1,1,2.363,3.232,4.47,2,1,2.209,2.209,3.624,1,1,1.907,1.907,3.191,1,1,4.39,4.39,5.358,1,-99,7.179,7.179,8.455,1,1,1.76,7.147,8.364,3,1,7.064,8.093,8.731,2,3,3.191,3.191,4.263,1,3,5.678,5.678,6.898,1,2,5.799,7.926,9.171,3,0,0,0,0,0,0,0,0,0,0,1,1,3.004,3.004,4.224,1,1,2.923,2.923,4.064,1,1,1.98,1.98,2.955,1,1,1.985,1.985,3.148,1,1,2.576,2.576,3.817,1,1,1.888,1.888,4.245,1,1,4.738,4.738,6.947,1,1,1.586,1.586,2.804,1,1,NA,NA,NA,NA,NA,5.236,7.817,9.587,2,3,1.61,2.133,3.555,2,3,4.189,4.189,5.528,1,1,5.511,7.359,8.565,2,4,2,"",1,3,"",3,1,100,100
2015-02-04 23:49:00,2015-02-04 23:58:00,1,0,0,5.108,0,1,1,NA,NA,NA,NA,20,14.285,14.285,15.431,1,2,9.969,9.969,11.008,1,3,5.462,5.462,6.323,1,1,2.095,2.095,3.407,1,1,0,0,40.827,0,-99,30.848,35.67,38.056,2,3,24.705,24.705,26.372,1,2,4.25,4.25,5.477,1,2,3.755,3.755,9.753,1,2,8.016,8.016,9.204,1,2,14.117,14.661,16.489,2,0,0,0,0,0,0,0,0,0,0,1,1,7.761,7.761,9.795,1,1,4.699,4.699,6.077,1,2,1.715,1.715,2.703,1,1,29.8,29.8,30.849,1,1,3.423,3.423,4.794,1,1,6.234,6.234,11.982,1,2,7.681,8.431,9.796,2,1,22.253,35.727,36.946,4,3,NA,NA,NA,NA,NA,56.7,56.7,58.053,1,2,6.613,6.613,8.766,1,2,30.342,30.342,32.025,1,3,17.313,17.313,18.734,1,1,3,"none",1,3,"None  thanks for asking",9,1,52,50
2015-02-04 23:08:00,2015-02-04 23:14:00,1,0,0,17.014,0,1,1,NA,NA,NA,NA,44,7.704,7.704,8.818,1,2,4.701,4.701,5.841,1,2,18.501,37.845,39.698,6,2,9.196,9.196,10.638,1,2,0,0,12.578,0,-99,33.94,33.94,35.671,1,2,5.308,5.308,6.655,1,2,3.315,3.315,4.71,1,2,4.788,4.788,6.454,1,3,5.105,5.105,7.892,1,2,15.929,16.857,18.701,2,0,0,0,0,0,0,0,0,0,0,1,1,4.64,4.64,6.242,1,2,12.799,12.799,14.761,1,2,3.151,3.151,4.257,1,3,10.547,10.547,12.021,1,3,6.688,6.688,11.339,1,3,10.551,11.502,13.304,2,1,10.772,10.772,11.91,1,2,NA,NA,NA,NA,NA,6.835,6.835,8.125,1,3,8.365,8.365,10.975,1,2,6.013,6.013,7.407,1,2,7.934,7.934,9.561,1,3,8.872,8.872,20.06,1,6,2,"",2,2,"",6,2,85,68
2015-02-05 00:27:00,2015-02-05 00:31:00,1,0,0,4.409,0,1,1,NA,NA,NA,NA,23,4.69,4.69,6.702,1,1,5.337,5.337,6.663,1,1,4.256,4.256,5.047,1,1,2.696,2.696,3.571,1,1,0,0,11.153,0,-99,5.078,5.078,6.534,1,1,5.542,5.542,6.455,1,1,2.822,6.125,6.959,3,3,5.022,5.022,6.485,1,1,7.782,7.782,8.691,1,1,6.949,7.595,10.26,2,0,0,0,0,0,0,0,0,0,0,1,1,3.23,3.23,4.333,1,1,3.321,4.099,4.729,2,1,2.223,2.223,3.016,1,1,1.412,1.412,2.29,1,1,3.656,3.656,4.582,1,1,4.703,4.703,5.533,1,2,13.99,13.99,15.351,1,1,3.217,3.217,4.45,1,1,NA,NA,NA,NA,NA,7.124,7.124,7.889,1,2,4.049,4.049,4.918,1,2,10.692,10.692,11.443,1,1,5.406,5.406,6.392,1,3,1,"",1,4,"Global warming is not something to be given a  probably  label  It s happening and is scientific fact ",4,1,16,24
2015-02-04 22:54:00,2015-02-04 22:58:00,1,31.505,31.505,32.106,1,1,1,NA,NA,NA,NA,23,4.17,4.17,5.369,1,2,7.236,7.236,8.231,1,1,3.808,3.808,4.68,1,1,2.133,2.133,2.736,1,1,0,0,3.093,0,-99,10.491,10.491,11.171,1,3,6.4,7.114,7.593,2,1,2.405,3.032,4.012,2,1,1.222,6.478,6.864,3,2,6.158,11.468,11.981,2,1,4.902,5.22,5.967,2,0,0,0,0,0,0,0,0,0,0,1,1,51.822,51.822,52.494,1,1,0.714,3.395,3.953,2,2,1.408,2.283,2.798,2,2,0.847,0.847,1.458,1,2,1.013,2.312,4.017,2,1,2.475,3.769,4.049,3,3,3.413,3.413,4.65,1,1,1.277,1.277,1.83,1,1,NA,NA,NA,NA,NA,2.365,2.365,2.947,1,3,1.768,1.768,2.195,1,3,1.231,1.7,2.274,2,3,1.172,2.063,3.024,2,4,2,"",2,3,"",4,1,49,52
2015-02-04 23:30:00,2015-02-04 23:34:00,1,0,0,2.679,0,1,1,NA,NA,NA,NA,26,9.618,9.618,10.547,1,2,8.147,8.147,13.033,1,1,5.185,5.185,6.08,1,1,3.787,3.787,4.732,1,1,0,0,14.662,0,-99,38.995,38.995,41.386,1,1,9.666,9.666,11.361,1,1,1.569,1.569,3.949,1,1,1.3,1.3,2.439,1,1,1.045,1.045,1.94,1,1,10.671,11.551,18.773,2,0,0,0,0,0,0,0,0,0,0,1,1,2.768,2.768,3.562,1,2,0.968,0.968,1.86,1,2,1.752,1.752,2.299,1,1,1.273,1.273,2.113,1,3,1.001,1.001,1.873,1,3,1.195,1.195,2.048,1,2,7.88,7.88,9.662,1,1,1.54,1.54,2.614,1,1,NA,NA,NA,NA,NA,5.14,5.14,6.332,1,2,1.828,3.444,4.344,2,2,2.454,2.454,3.389,1,2,2.185,2.185,3.237,1,5,2,"",1,4,"",4,2,80,73
2015-02-04 22:16:00,2015-02-04 22:20:00,1,3.241,4.307,4.754,2,1,1,NA,NA,NA,NA,28,4.645,4.645,5.538,1,3,6.512,6.512,8.104,1,1,3.359,3.359,5.205,1,1,3.682,3.682,5.056,1,1,0,0,13.078,0,-99,7.794,10.592,11.088,3,1,3.924,3.924,4.993,1,1,2.685,2.685,3.676,1,1,7.323,7.323,8.321,1,3,4.931,4.931,5.743,1,3,14.52,15.562,17.073,4,0,0,0,0,0,0,0,0,0,0,1,1,4.947,4.947,5.934,1,1,5.099,5.099,6.533,1,3,1.883,1.883,2.884,1,1,1.735,2.853,3.768,3,1,5.527,5.527,6.552,1,1,4.814,6.36,6.788,3,3,7.435,7.435,8.219,1,1,5.521,5.521,6.319,1,1,NA,NA,NA,NA,NA,8.645,10.615,11.065,3,2,17.043,19.787,20.656,3,2,4.568,4.568,5.296,1,1,10.755,13.329,14.254,3,4,1,"",1,4,"",4,2,27,12
2015-02-04 22:10:00,2015-02-04 22:14:00,1,0,0,2.223,0,1,1,NA,NA,NA,NA,36,4.902,6.241,6.906,2,3,3.177,3.177,4.523,1,1,1.869,1.869,3.094,1,1,1.484,1.484,2.83,1,1,0,0,2.956,0,-99,7.024,7.024,9.157,1,1,2.208,2.208,3.79,1,1,1.445,1.445,2.705,1,1,2.415,2.415,3.455,1,1,2.721,2.721,3.873,1,1,6.601,7.832,9.415,2,0,0,0,0,0,0,0,0,0,0,1,1,1.828,1.828,2.873,1,1,1.541,1.541,2.611,1,1,3.025,4.435,5.465,2,1,1.509,1.509,2.566,1,1,2.463,2.463,5.385,1,1,2.633,2.633,3.653,1,2,28.279,28.279,39.858,1,1,1.832,1.832,2.892,1,1,NA,NA,NA,NA,NA,7.545,7.545,9.204,1,1,4.777,4.777,5.883,1,3,2.919,2.919,4.371,1,1,3.936,5.335,7.266,2,3,1,"",2,3,"none thank you ",4,1,6,27
2015-02-04 22:00:00,2015-02-04 22:06:00,1,0,0,7.356,0,1,1,NA,NA,NA,NA,41,4.576,4.576,8.627,1,2,6.516,6.516,8.84,1,1,10.016,10.016,13.267,1,1,4.171,4.171,6.557,1,1,0,0,13.322,0,-99,7.686,7.686,10.93,1,1,5.526,5.526,6.552,1,1,13.059,13.059,14.102,1,3,5.497,5.497,6.963,1,3,17.514,17.514,20.405,1,2,13.587,20.45,24.965,3,0,0,0,0,0,0,0,0,0,0,1,1,2.37,3.842,5.182,2,1,4.957,8.597,9.343,3,3,3.19,3.19,4.336,1,2,2.758,2.758,3.577,1,1,3.957,3.957,5.16,1,1,4.777,4.777,5.884,1,1,7.178,7.178,11.461,1,2,NA,NA,NA,NA,NA,5.767,5.767,7.138,1,2,14.297,14.297,15.276,1,1,7.665,17.346,18.108,2,2,8.031,8.031,10.235,1,1,8.432,10.336,11.13,2,5,2,"",1,4,"",6,2,66,77
2015-02-04 22:21:00,2015-02-04 22:25:00,1,0,0,2.623,0,1,1,NA,NA,NA,NA,35,8.664,8.664,9.648,1,3,6.875,6.875,9.16,1,1,3.84,3.84,4.743,1,1,3.283,4.241,5.606,2,1,0,0,9.636,0,-99,14.658,14.658,17.619,1,1,5.905,5.905,7.643,1,1,4.075,4.075,4.997,1,1,5.091,5.091,6.05,1,1,6.464,6.464,7.249,1,1,7.057,7.607,10.399,2,0,0,0,0,0,0,0,0,0,0,1,1,3.034,3.74,4.894,2,1,4.015,4.015,5.337,1,1,2.089,2.089,3.245,1,1,2.375,2.375,3.145,1,2,3.527,3.527,4.523,1,1,4.98,4.98,6.159,1,2,8.19,8.19,9.219,1,1,3.477,3.477,4.326,1,1,NA,NA,NA,NA,NA,6.513,6.513,7.473,1,3,5.064,5.064,5.936,1,3,5.511,5.511,6.612,1,1,3.622,8.902,9.754,3,2,1,"",1,2,"thx",4,2,13,21
2015-02-04 23:01:00,2015-02-04 23:05:00,1,0,0,4.75,0,1,1,NA,NA,NA,NA,35,4.969,4.969,8.198,1,2,3.735,3.735,6.269,1,1,4.375,4.375,7.504,1,1,2.426,2.426,3.399,1,1,0,0,8.294,0,-99,6.315,6.315,13.511,1,1,4.069,4.069,5.671,1,1,2.993,2.993,3.821,1,1,4.244,4.244,5.683,1,3,3.38,3.38,4.39,1,1,6.198,6.686,24.313,2,0,0,0,0,0,0,0,0,0,0,1,1,2.568,2.568,3.699,1,1,4.303,4.303,5.195,1,3,2.151,3.037,5.478,2,2,2.177,2.177,2.995,1,1,3.439,3.439,4.284,1,1,4.525,6.64,10.4,3,3,7.202,7.202,8.425,1,1,2.63,2.63,5.164,1,1,NA,NA,NA,NA,NA,5.478,5.478,6.997,1,2,3.842,3.842,4.881,1,2,4.01,4.01,5.409,1,1,7.07,7.07,8.105,1,6,2,"",-99,3,"",4,2,75,100
2015-02-04 22:19:00,2015-02-04 22:22:00,1,0,0,3.222,0,1,1,NA,NA,NA,NA,28,5.465,5.465,6.512,1,2,3.459,3.459,4.412,1,1,2.894,2.894,4.351,1,1,1.921,1.921,2.984,1,1,0,0,6.08,0,-99,5.407,5.407,7.834,1,1,4.331,4.331,5.356,1,1,1.987,1.987,3.079,1,1,2.106,2.106,3.191,1,1,6.477,6.477,7.382,1,1,10.488,11.263,12.817,2,0,0,0,0,0,0,0,0,0,0,1,1,2.29,2.29,3.152,1,1,1.649,1.649,2.504,1,1,1.448,1.448,2.357,1,1,3.201,3.201,3.928,1,3,1.536,2.219,3.258,2,1,6.952,6.952,8.031,1,2,5.778,5.778,6.908,1,1,3.809,3.809,5.554,1,1,NA,NA,NA,NA,NA,12.296,12.296,13.64,1,3,4.686,4.686,5.404,1,3,6.488,6.488,7.425,1,2,5.975,5.975,7.266,1,1,1,"",1,3,"N A",3,1,21,47
2015-02-05 00:25:00,2015-02-05 00:29:00,1,13.361,13.361,15.283,1,1,1,NA,NA,NA,NA,28,7.442,7.442,13.202,1,2,5.595,5.595,7.191,1,1,3.525,7.261,8.916,2,1,5.663,7.156,8.567,2,1,0,0,4.206,0,-99,7.152,7.152,8.517,1,1,2.2,2.2,3.517,1,1,2.178,2.178,3.457,1,1,2.496,2.496,3.762,1,1,3.302,3.302,4.762,1,1,1.842,20.695,22.154,5,0,0,0,0,0,0,0,0,0,0,1,1,10.474,12.187,13.619,2,1,1.888,1.888,3.881,1,1,1.575,1.575,2.861,1,1,1.519,1.519,2.848,1,1,2.073,2.073,4.01,1,1,3.362,3.362,4.968,1,2,5.716,5.716,7.448,1,1,2.792,2.792,4.395,1,1,NA,NA,NA,NA,NA,5.869,5.869,7.207,1,3,3.024,3.024,4.749,1,3,3.804,5.687,7.146,2,1,5.929,5.929,8.084,1,1,3,"Justice",1,2,"",4,2,1,1
2015-02-04 22:06:00,2015-02-04 22:09:00,1,0,0,8.637,0,1,1,NA,NA,NA,NA,35,8.434,8.434,9.871,1,1,4.329,4.329,5.518,1,1,5.014,5.014,6.244,1,1,2.079,2.079,3.149,1,1,0,0,8.021,0,-99,8.885,8.885,10.442,1,1,4.602,4.602,5.443,1,1,2.7,2.7,5.864,1,1,2.601,2.601,3.8,1,1,3.669,3.669,4.92,1,1,12.59,13.574,14.841,2,0,0,0,0,0,0,0,0,0,0,1,1,2.951,2.951,4.324,1,1,2.324,2.324,3.651,1,1,2.573,2.573,3.764,1,1,2.269,2.269,3.772,1,1,2.861,2.861,4.365,1,1,3.233,3.233,4.891,1,2,6.338,6.338,7.843,1,1,3.143,3.143,4.548,1,1,NA,NA,NA,NA,NA,7.025,7.025,8.304,1,1,5.568,5.568,6.709,1,1,6.494,6.494,8.01,1,3,8.034,8.034,9.066,1,2,1,"",1,4,"No",3,1,2,42
